UTC_time,use [kW],gen [kW],House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW],Solar [kW],temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,windBearing,precipIntensity,dewPoint,precipProbability
2016-01-07 00:12:04,0.46655,0.003933333,0.46655,0.0,0.020566667,0.0648,0.042083333,0.005066667,0.00835,0.013116667,0.000633333,1.67e-05,1.67e-05,0.032033333,0.000983333,0.003383333,0.0011,0.003933333,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:05,0.466733333,0.003916667,0.466733333,0.0,0.020616667,0.0654,0.042116667,0.005466667,0.008133333,0.013133333,0.00065,1.67e-05,1.67e-05,0.032033333,0.000983333,0.003383333,0.001033333,0.003916667,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:06,0.464333333,0.003933333,0.464333333,1.67e-05,0.020583333,0.064766667,0.042083333,0.005083333,0.008216667,0.013116667,0.000633333,5e-05,1.67e-05,0.032083333,0.001,0.003383333,0.001116667,0.003933333,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:07,0.465966667,0.003916667,0.465966667,0.0,0.024616667,0.063166667,0.042116667,0.005083333,0.008166667,0.0131,0.000633333,3.33e-05,1.67e-05,0.032033333,0.001,0.003383333,0.001066667,0.003916667,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:08,0.56465,0.003933333,0.56465,1.67e-05,0.123683333,0.06395,0.042116667,0.005,0.0083,0.012983333,0.00065,8.33e-05,0.0,0.03205,0.000983333,0.003383333,0.00105,0.003933333,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:09,0.804716667,0.0039,0.804716667,0.00015,0.372933333,0.063233333,0.0423,0.004816667,0.007866667,0.01265,0.000683333,0.000283333,0.0,0.031983333,0.001,0.003383333,0.001083333,0.0039,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:10,0.933933333,0.0039,0.933933333,0.000233333,0.503466667,0.064583333,0.042416667,0.005116667,0.00785,0.012466667,0.0007,0.0004,0.0,0.032,0.001,0.003366667,0.001083333,0.0039,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:11,0.81105,0.004166667,0.81105,0.000233333,0.499083333,0.064783333,0.042333333,0.004766667,0.007966667,0.012466667,0.00075,0.00035,1.67e-05,0.031933333,0.001,0.003216667,0.001283333,0.004166667,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:12,0.73645,0.004233333,0.73645,0.0002,0.454433333,0.064933333,0.042216667,0.0048,0.008033333,0.012516667,0.000733333,0.0003,0.0,0.031783333,0.001,0.003166667,0.001283333,0.004233333,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:13,0.683983333,0.00425,0.683983333,0.000183333,0.38915,0.074516667,0.042183333,0.00485,0.00805,0.012583333,0.00075,0.00025,0.0,0.031783333,0.001,0.00315,0.0012,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:14,0.3122,0.00425,0.3122,0.0,0.0209,0.064616667,0.042066667,0.005116667,0.008283333,0.013133333,0.0007,1.67e-05,1.67e-05,0.031866667,0.001,0.003183333,0.001283333,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:15,0.312883333,0.00425,0.312883333,0.0,0.020733333,0.065633333,0.042083333,0.00555,0.008216667,0.013166667,0.000683333,0.0,0.0,0.0319,0.001,0.003183333,0.00125,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:16,0.312416667,0.00425,0.312416667,1.67e-05,0.020716667,0.065633333,0.042083333,0.005133333,0.00835,0.013183333,0.000716667,1.67e-05,0.0,0.0318,0.000966667,0.0032,0.00125,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:17,0.309,0.00425,0.309,0.0,0.020733333,0.06365,0.042083333,0.00515,0.0084,0.013183333,0.0007,0.0,1.67e-05,0.031933333,0.001,0.003183333,0.001266667,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:18,0.30925,0.004266667,0.30925,0.0,0.020733333,0.064666667,0.042083333,0.00515,0.008266667,0.013183333,0.0007,0.0,1.67e-05,0.03195,0.001016667,0.003183333,0.001333333,0.004266667,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:19,0.325866667,0.00425,0.325866667,1.67e-05,0.020766667,0.079666667,0.0421,0.005133333,0.00815,0.0132,0.0007,0.0,1.67e-05,0.031933333,0.001,0.0032,0.001316667,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:20,0.3101,0.00425,0.3101,0.0,0.02075,0.065066667,0.042116667,0.005566667,0.008316667,0.0132,0.000716667,0.0,1.67e-05,0.031916667,0.001,0.0032,0.0013,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:21,0.307233333,0.00425,0.307233333,0.0,0.02075,0.063916667,0.042066667,0.005133333,0.008183333,0.0132,0.0007,1.67e-05,1.67e-05,0.0318,0.000983333,0.003183333,0.0012,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:22,0.306333333,0.004216667,0.306333333,1.67e-05,0.020533333,0.0641,0.042033333,0.005133333,0.008366667,0.0131,0.0007,1.67e-05,1.67e-05,0.0319,0.001,0.003166667,0.00135,0.004216667,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:23,0.305266667,0.00425,0.305266667,0.0,0.020683333,0.063266667,0.042066667,0.005133333,0.008233333,0.013166667,0.0007,0.0,0.0,0.0319,0.001,0.003183333,0.001316667,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:24,0.306166667,0.00425,0.306166667,0.0,0.020716667,0.064033333,0.042083333,0.005133333,0.008166667,0.0132,0.000716667,1.67e-05,0.0,0.031916667,0.001,0.0032,0.001266667,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:25,0.404483333,0.004283333,0.404483333,0.0,0.11835,0.06515,0.042116667,0.005466667,0.00825,0.013066667,0.0007,3.33e-05,0.0,0.031866667,0.001,0.003183333,0.001333333,0.004283333,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:26,0.591483333,0.004266667,0.591483333,0.000116667,0.31125,0.064683333,0.042266667,0.004933333,0.008133333,0.012783333,0.000733333,0.0002,1.67e-05,0.031916667,0.001,0.0032,0.001316667,0.004266667,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:27,0.775,0.00425,0.775,0.000233333,0.501866667,0.063133333,0.042366667,0.004766667,0.008366667,0.012516667,0.000766667,0.00035,0.0,0.031833333,0.001016667,0.003183333,0.0013,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:28,0.773833333,0.00425,0.773833333,0.000233333,0.499733333,0.0643,0.042383333,0.004766667,0.008,0.012516667,0.000766667,0.00035,0.0,0.0318,0.000983333,0.003183333,0.001266667,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:29,0.752116667,0.004266667,0.752116667,0.000216667,0.479983333,0.0628,0.042333333,0.004783333,0.007933333,0.012566667,0.000766667,0.000333333,0.0,0.031833333,0.001,0.003183333,0.001333333,0.004266667,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:30,0.72675,0.004266667,0.72675,0.000216667,0.4505,0.064166667,0.042266667,0.005216667,0.008116667,0.0126,0.000766667,0.0003,1.67e-05,0.031816667,0.000983333,0.003183333,0.001366667,0.004266667,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:31,0.452283333,0.00425,0.452283333,6.67e-05,0.172166667,0.064016667,0.042116667,0.005033333,0.008,0.012866667,0.0007,0.0001,0.0,0.031683333,0.000983333,0.003166667,0.0013,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:32,0.348916667,0.00425,0.348916667,1.67e-05,0.020683333,0.0642,0.042083333,0.005116667,0.008483333,0.01315,0.0007,1.67e-05,1.67e-05,0.031783333,0.001,0.0031,0.001316667,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:33,0.393416667,0.0043,0.393416667,0.0,0.020683333,0.062816667,0.0421,0.005116667,0.008183333,0.01315,0.000666667,3.33e-05,1.67e-05,0.031866667,0.001,0.003016667,0.001316667,0.0043,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:34,0.395116667,0.004283333,0.395116667,0.0,0.020616667,0.063933333,0.042066667,0.0051,0.008366667,0.013116667,0.000683333,1.67e-05,1.67e-05,0.03175,0.000983333,0.003016667,0.001366667,0.004283333,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:35,0.399816667,0.0043,0.399816667,1.67e-05,0.02065,0.064783333,0.042083333,0.005516667,0.008266667,0.01315,0.000666667,1.67e-05,1.67e-05,0.031866667,0.001,0.003033333,0.001333333,0.0043,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:36,0.394866667,0.004283333,0.394866667,0.0,0.020683333,0.064466667,0.042066667,0.0051,0.008233333,0.013166667,0.000683333,1.67e-05,1.67e-05,0.031283333,0.000966667,0.003016667,0.001233333,0.004283333,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:37,0.38905,0.004283333,0.38905,0.0,0.020716667,0.062633333,0.042083333,0.005116667,0.008316667,0.01315,0.00065,1.67e-05,0.0,0.031866667,0.001,0.00305,0.001283333,0.004283333,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:38,0.38755,0.004283333,0.38755,0.0,0.020583333,0.064033333,0.042066667,0.005116667,0.008316667,0.013116667,0.000683333,1.67e-05,0.0,0.031833333,0.001,0.003016667,0.0013,0.004283333,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:39,0.38215,0.004266667,0.38215,0.0,0.0206,0.062366667,0.04205,0.0051,0.00815,0.013116667,0.000666667,0.0,1.67e-05,0.031816667,0.001,0.003033333,0.001316667,0.004266667,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:40,0.384316667,0.0043,0.384316667,1.67e-05,0.020616667,0.064466667,0.042083333,0.005516667,0.0083,0.01315,0.0007,3.33e-05,0.0,0.03185,0.001,0.003033333,0.001316667,0.0043,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:41,0.3814,0.004266667,0.3814,0.0,0.020683333,0.064,0.042066667,0.005116667,0.008166667,0.013133333,0.0007,1.67e-05,1.67e-05,0.0319,0.000983333,0.003066667,0.001283333,0.004266667,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:42,0.380266667,0.004283333,0.380266667,0.0,0.020733333,0.06385,0.042083333,0.005116667,0.008433333,0.0132,0.000683333,0.0,0.0,0.031916667,0.001,0.00305,0.001366667,0.004283333,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:43,0.39025,0.004283333,0.39025,0.0,0.03235,0.063316667,0.0421,0.005116667,0.008183333,0.0132,0.000683333,1.67e-05,0.0,0.031933333,0.001,0.003066667,0.001383333,0.004283333,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:44,0.473633333,0.0043,0.473633333,0.0,0.116566667,0.063916667,0.042116667,0.00505,0.008266667,0.01305,0.0007,5e-05,1.67e-05,0.031866667,0.001,0.003066667,0.001333333,0.0043,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:45,0.841766667,0.004283333,0.841766667,0.000166667,0.388683333,0.064966667,0.04225,0.101366667,0.007933333,0.012683333,0.0005,0.000166667,1.67e-05,0.031833333,0.001,0.0031,0.001333333,0.004283333,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:46,0.93575,0.004266667,0.93575,0.000216667,0.50095,0.064666667,0.042283333,0.135616667,0.007883333,0.012516667,0.00045,0.000216667,1.67e-05,0.0318,0.001,0.003183333,0.001333333,0.004266667,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:47,1.01595,0.004233333,1.01595,0.000216667,0.4983,0.137933333,0.04225,0.130766667,0.008133333,0.012533333,0.000433333,0.000183333,1.67e-05,0.031733333,0.000983333,0.003166667,0.00135,0.004233333,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:48,1.098616667,0.004266667,1.098616667,0.000183333,0.4779,0.224166667,0.042166667,0.12935,0.00805,0.012683333,0.000433333,0.000116667,0.0,0.03185,0.001,0.0032,0.001333333,0.004266667,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:49,1.566966667,0.004233333,1.566966667,3.33e-05,0.445383333,0.6437,0.041816667,0.128533333,0.008433333,0.013016667,0.000333333,6.67e-05,1.67e-05,0.031933333,0.001,0.003166667,0.001333333,0.004233333,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:50,1.289533333,0.00425,1.289533333,3.33e-05,0.173283333,0.637633333,0.041683333,0.128016667,0.008766667,0.013416667,0.000333333,0.000316667,1.67e-05,0.031983333,0.001,0.003183333,0.001283333,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:51,1.067016667,0.004233333,1.067016667,6.67e-05,0.022016667,0.57845,0.0416,0.127416667,0.008566667,0.013633333,0.000316667,0.000383333,1.67e-05,0.03185,0.001,0.003183333,0.0013,0.004233333,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:52,0.898416667,0.00425,0.898416667,5e-05,0.021733333,0.437,0.04175,0.126866667,0.008483333,0.013516667,0.000316667,0.000283333,0.0,0.031783333,0.001,0.003183333,0.001283333,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:53,0.453666667,0.00425,0.453666667,1.67e-05,0.0209,0.063816667,0.042066667,0.1262,0.008133333,0.013216667,0.000416667,6.67e-05,0.0,0.031916667,0.001,0.0032,0.001333333,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:54,0.45655,0.00425,0.45655,0.0,0.0209,0.06615,0.04205,0.1257,0.0082,0.013233333,0.000383333,5e-05,0.0,0.031966667,0.000966667,0.0032,0.001316667,0.00425,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:55,0.472833333,0.004266667,0.472833333,0.0,0.020883333,0.066283333,0.042066667,0.12525,0.0083,0.013233333,0.0004,5e-05,1.67e-05,0.0527,0.001,0.0032,0.001416667,0.004266667,29.21,clear-night,0.7,10.0,Clear,29.21,1020.91,2.26,0.0,270,0.0,20.72,0.0
2016-01-07 00:12:56,0.487133333,0.004266667,0.487133333,1.67e-05,0.0209,0.064883333,0.042083333,0.124883333,0.008266667,0.013233333,0.0004,3.33e-05,0.0,0.071316667,0.001,0.003183333,0.001383333,0.004266667,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:12:57,0.483233333,0.00425,0.483233333,0.0,0.0208,0.063033333,0.042066667,0.124266667,0.008266667,0.013183333,0.000383333,5e-05,0.0,0.07085,0.001,0.003183333,0.0015,0.00425,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:12:58,0.467066667,0.004233333,0.467066667,0.0,0.0208,0.0645,0.042066667,0.124116667,0.008533333,0.0132,0.000366667,6.67e-05,0.0,0.048433333,0.001,0.003183333,0.001333333,0.004233333,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:12:59,0.449466667,0.00425,0.449466667,1.67e-05,0.020816667,0.063333333,0.04205,0.12375,0.008266667,0.013216667,0.0004,5e-05,0.0,0.031883333,0.001,0.0032,0.001283333,0.00425,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:00,0.450666667,0.004266667,0.450666667,0.0,0.02085,0.064766667,0.04205,0.123483333,0.008283333,0.013216667,0.0004,5e-05,0.0,0.031966667,0.001,0.003183333,0.001283333,0.004266667,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:01,0.533433333,0.004266667,0.533433333,0.0,0.105716667,0.064233333,0.0421,0.123066667,0.008483333,0.0131,0.000416667,3.33e-05,0.0,0.031916667,0.000983333,0.0032,0.001383333,0.004266667,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:02,0.522266667,0.004266667,0.522266667,0.0,0.094916667,0.06405,0.0421,0.122816667,0.008316667,0.013116667,0.000416667,1.67e-05,1.67e-05,0.031916667,0.001,0.003216667,0.001283333,0.004266667,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:03,0.434733333,0.004266667,0.434733333,1.67e-05,0.097966667,0.0633,0.042116667,0.051283333,0.008316667,0.013133333,0.000616667,1.67e-05,0.0,0.03195,0.001,0.0032,0.001316667,0.004266667,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:04,0.7152,0.004266667,0.7152,0.000183333,0.443716667,0.063966667,0.042333333,0.004816667,0.008183333,0.012633333,0.00075,0.000266667,1.67e-05,0.0319,0.001,0.003183333,0.001283333,0.004266667,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:05,0.761233333,0.004266667,0.761233333,0.000216667,0.490383333,0.06515,0.042366667,0.004783333,0.00795,0.012566667,0.000783333,0.000333333,1.67e-05,0.031933333,0.001,0.0032,0.0013,0.004266667,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:06,0.722766667,0.004266667,0.722766667,0.000216667,0.451933333,0.064733333,0.042266667,0.0048,0.008133333,0.012616667,0.000766667,0.0003,0.0,0.031933333,0.001,0.003216667,0.001333333,0.004266667,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:07,0.519733333,0.00425,0.519733333,0.0001,0.244816667,0.06355,0.042216667,0.004983333,0.008133333,0.012916667,0.000733333,0.000133333,1.67e-05,0.031933333,0.001,0.0032,0.001333333,0.00425,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:08,0.42745,0.004266667,0.42745,1.67e-05,0.0211,0.168033333,0.042066667,0.0052,0.008633333,0.013316667,0.0007,1.67e-05,0.0,0.031866667,0.001,0.0032,0.001333333,0.004266667,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:09,0.719533333,0.00425,0.719533333,5e-05,0.021633333,0.411966667,0.041866667,0.005316667,0.0088,0.013516667,0.00065,0.000166667,0.0,0.031933333,0.000983333,0.0032,0.0013,0.00425,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:10,0.992383333,0.00425,0.992383333,8.33e-05,0.022133333,0.64065,0.04165,0.005833333,0.008733333,0.0137,0.000616667,0.0003,0.0,0.032,0.001,0.003183333,0.001283333,0.00425,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:11,0.985883333,0.004233333,0.985883333,8.33e-05,0.0221,0.635616667,0.041666667,0.005416667,0.008616667,0.013683333,0.000633333,0.0003,1.67e-05,0.032016667,0.001,0.003183333,0.00125,0.004233333,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:12,0.931333333,0.004233333,0.931333333,5e-05,0.022033333,0.590483333,0.041683333,0.0054,0.008633333,0.013633333,0.000633333,0.000266667,0.0,0.031933333,0.001,0.003183333,0.00135,0.004233333,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:13,0.916583333,0.004233333,0.916583333,6.67e-05,0.021866667,0.578583333,0.041616667,0.0054,0.008833333,0.01355,0.0006,0.000266667,1.67e-05,0.0318,0.001,0.003166667,0.00135,0.004233333,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:14,0.344266667,0.00425,0.344266667,1.67e-05,0.020866667,0.09985,0.042066667,0.00515,0.008266667,0.0132,0.000716667,0.0,0.0,0.031916667,0.001,0.003183333,0.0013,0.00425,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:15,0.305166667,0.004233333,0.305166667,0.0,0.0209,0.066666667,0.042116667,0.005533333,0.008366667,0.013233333,0.0007,0.0,0.0,0.0319,0.001,0.0032,0.001316667,0.004233333,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:16,0.3799,0.004283333,0.3799,0.0,0.099283333,0.065483333,0.042116667,0.005083333,0.0083,0.013083333,0.000716667,3.33e-05,1.67e-05,0.031933333,0.001,0.0032,0.00135,0.004283333,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:17,0.440233333,0.00425,0.440233333,5e-05,0.16445,0.063816667,0.04215,0.005033333,0.0083,0.01295,0.000733333,6.67e-05,0.0,0.0319,0.000983333,0.003166667,0.001283333,0.00425,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:18,0.773616667,0.004266667,0.773616667,0.000216667,0.505016667,0.064316667,0.042383333,0.0048,0.008066667,0.012583333,0.000783333,0.00035,1.67e-05,0.031983333,0.001016667,0.003216667,0.001333333,0.004266667,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:19,0.769183333,0.004266667,0.769183333,0.000233333,0.500983333,0.06365,0.042383333,0.004783333,0.008,0.012583333,0.000766667,0.000333333,0.0,0.031966667,0.001,0.0032,0.001333333,0.004266667,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:20,0.749716667,0.004266667,0.749716667,0.000216667,0.47995,0.065033333,0.0423,0.005183333,0.008133333,0.012516667,0.000766667,0.000316667,0.0,0.031866667,0.001,0.003166667,0.001316667,0.004266667,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:21,0.71945,0.004283333,0.71945,0.000216667,0.451283333,0.063883333,0.042283333,0.004833333,0.007983333,0.01265,0.000783333,0.0003,0.0,0.031883333,0.001,0.0032,0.001366667,0.004283333,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:22,0.450483333,0.004266667,0.450483333,5e-05,0.173966667,0.06425,0.042183333,0.005033333,0.0084,0.013033333,0.000716667,0.0001,1.67e-05,0.031966667,0.001,0.0032,0.001316667,0.004266667,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:23,0.298366667,0.00425,0.298366667,0.0,0.0208,0.062866667,0.042083333,0.005133333,0.0083,0.013216667,0.000716667,0.0,0.0,0.0319,0.001,0.0032,0.0013,0.00425,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:24,0.2997,0.00425,0.2997,1.67e-05,0.020783333,0.064083333,0.042083333,0.00515,0.00835,0.0132,0.0007,0.0,1.67e-05,0.031966667,0.001,0.0032,0.001383333,0.00425,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:25,0.3015,0.004266667,0.3015,0.0,0.020766667,0.0652,0.042083333,0.00555,0.0084,0.013216667,0.000716667,0.0,1.67e-05,0.031883333,0.001,0.0032,0.001316667,0.004266667,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
2016-01-07 00:13:26,0.368583333,0.004266667,0.368583333,1.67e-05,0.020933333,0.121066667,0.042066667,0.005166667,0.0084,0.01325,0.000683333,0.0,1.67e-05,0.031983333,0.001,0.0032,0.001366667,0.004266667,28.17,clear-night,0.73,10.0,Clear,28.17,1020.24,2.4,0.0,165,0.0,20.78,0.0
